date,open,close,high,low,volume,code
2011-02-17,-43.853,-45.16,-43.327,-45.483,36363.0,600519
2011-02-18,-45.506,-44.619,-42.012,-45.881,36828.0,600519
2011-02-21,-44.604,-43.492,-42.501,-45.205,27289.0,600519
2011-02-22,-43.492,-44.694,-42.162,-45.356,38293.0,600519
2011-02-23,-45.273,-44.033,-43.5,-45.273,19422.0,600519
2011-02-24,-44.168,-44.492,-43.5,-45.265,20476.0,600519
2011-02-25,-43.943,-46.392,-43.943,-46.708,29413.0,600519
2011-02-28,-46.633,-47.099,-46.513,-49.112,39093.0,600519
2011-03-01,-47.076,-47.129,-46.159,-47.76,23059.0,600519
2011-03-02,-47.459,-48.203,-46.858,-49.105,32095.0,600519
2011-03-03,-48.158,-49.863,-47.091,-50.051,37735.0,600519
2011-03-04,-49.863,-49.165,-48.526,-50.239,33351.0,600519
2011-03-07,-49.232,-48.075,-47.963,-49.232,33553.0,600519
2011-03-08,-48.038,-48.571,-47.91,-50.014,31869.0,600519
2011-03-09,-47.993,-47.617,-47.459,-49.075,22971.0,600519
2011-03-10,-47.632,-44.604,-42.951,-48.075,54492.0,600519
2011-03-11,-44.905,-46.077,-43.552,-46.19,23345.0,600519
2011-03-14,-46.468,-43.943,-43.102,-46.776,22372.0,600519
2011-03-15,-44.875,-46.655,-43.688,-48.338,30898.0,600519
2011-03-16,-46.407,-44.724,-43.875,-46.625,24176.0,600519
2011-03-17,-45.431,-39.323,-38.947,-45.972,88522.0,600519
2011-03-18,-38.932,-37.73,-35.513,-40.75,61484.0,600519
2011-03-21,-38.744,-40.75,-37.857,-42.688,48651.0,600519
2011-03-22,-39.811,-41.787,-38.609,-42.2,27887.0,600519
2011-03-23,-41.591,-41.193,-41.081,-43.477,42881.0,600519
2011-03-24,-41.374,-43.44,-41.186,-43.477,21353.0,600519
2011-03-25,-43.853,-43.53,-41.915,-43.853,27905.0,600519
2011-03-28,-43.44,-45.423,-42.801,-45.739,40295.0,600519
2011-03-29,-45.356,-46.896,-45.13,-47.234,26523.0,600519
2011-03-30,-46.903,-47.076,-45.912,-47.384,20602.0,600519
2011-03-31,-47.076,-46.22,-44.003,-47.234,17525.0,600519
2011-04-01,-46.122,-46.513,-45.093,-47.196,18227.0,600519
2011-04-06,-46.558,-48.376,-46.182,-48.579,28774.0,600519
2011-04-07,-48.962,-49.909,-48.361,-50.029,46830.0,600519
2011-04-08,-49.894,-49.368,-48.736,-50.014,21823.0,600519
2011-04-11,-49.525,-47.993,-47.121,-49.781,26173.0,600519
2011-04-12,-47.985,-48.045,-46.603,-48.586,34945.0,600519
2011-04-13,-48.135,-47.362,-46.858,-48.346,29389.0,600519
2011-04-14,-47.384,-49.307,-47.234,-49.503,36621.0,600519
2011-04-15,-49.135,-51.832,-48.368,-53.042,53327.0,600519
2011-04-18,-51.982,-51.321,-51.073,-52.711,19608.0,600519
2011-04-19,-51.321,-51.081,-50.134,-52.501,22880.0,600519
2011-04-20,-51.081,-50.014,-49.728,-51.366,22509.0,600519
2011-04-21,-49.863,-49.969,-47.918,-50.081,28684.0,600519
2011-04-22,-49.488,-48.999,-48.812,-50.217,14500.0,600519
2011-04-25,-46.107,-43.808,-42.29,-46.483,70225.0,600519
2011-04-26,-43.853,-45.228,-43.477,-45.446,31095.0,600519
2011-04-27,-44.905,-45.243,-42.35,-45.356,27748.0,600519
2011-04-28,-44.529,-47.294,-44.168,-47.76,25357.0,600519
2011-04-29,-47.309,-44.371,-43.785,-47.85,22083.0,600519
2011-05-03,-43.853,-41.704,-40.998,-44.604,41270.0,600519
2011-05-04,-42.733,-43.477,-40.036,-43.522,32521.0,600519
2011-05-05,-43.47,-42.388,-40.472,-43.845,26693.0,600519
2011-05-06,-43.102,-41.742,-40.848,-43.845,23960.0,600519
2011-05-09,-41.163,-42.981,-40.48,-43.177,12175.0,600519
2011-05-10,-43.049,-43.41,-42.726,-44.018,15918.0,600519
2011-05-11,-43.838,-42.147,-41.374,-43.838,12896.0,600519
2011-05-12,-42.35,-40.607,-38.969,-42.651,25027.0,600519
2011-05-13,-40.585,-40.352,-39.353,-41.975,12253.0,600519
2011-05-16,-40.472,-40.344,-39.36,-41.223,11505.0,600519
2011-05-17,-40.833,-40.374,-38.368,-41.599,20866.0,600519
2011-05-18,-40.622,-34.875,-33.004,-40.622,62165.0,600519
2011-05-19,-34.086,-31.171,-29.841,-34.086,85738.0,600519
2011-05-20,-30.555,-30.457,-29.833,-31.975,40043.0,600519
2011-05-23,-31.081,-33.312,-29.014,-33.335,39420.0,600519
2011-05-24,-34.454,-35.13,-32.959,-35.213,23997.0,600519
2011-05-26,-34.987,-32.065,-28.984,-34.987,38970.0,600519
2011-05-27,-31.171,-35.784,-30.495,-36.182,31729.0,600519
2011-05-30,-36.956,-29.18,-29.142,-37.264,47286.0,600519
2011-05-31,-29.09,-28.226,-28.09,-30.104,33854.0,600519
2011-06-01,-28.0,-23.65,-23.582,-28.812,39093.0,600519
2011-06-02,-24.694,-26.129,-23.823,-28.376,39585.0,600519
2011-06-03,-26.558,-22.358,-21.539,-26.558,29483.0,600519
2011-06-07,-22.08,-25.168,-22.072,-26.362,26876.0,600519
2011-06-08,-25.408,-24.514,-23.793,-28.391,25070.0,600519
2011-06-09,-25.032,-29.713,-24.845,-29.758,36179.0,600519
2011-06-10,-29.954,-29.157,-27.707,-31.231,34279.0,600519
2011-06-13,-29.202,-29.961,-28.15,-31.982,28004.0,600519
2011-06-14,-29.976,-27.73,-27.339,-30.705,37487.0,600519
2011-06-15,-28.06,-28.669,-27.722,-29.435,16408.0,600519
2011-06-16,-29.428,-28.812,-27.106,-30.915,17731.0,600519
2011-06-17,-28.451,-24.597,-23.575,-29.09,33411.0,600519
2011-06-20,-24.995,-28.481,-24.86,-30.329,29909.0,600519
2011-06-21,-29.555,-28.601,-27.444,-29.555,12738.0,600519
2011-06-22,-28.676,-26.625,-25.461,-28.676,16188.0,600519
2011-06-23,-27.099,-25.078,-24.168,-27.324,20280.0,600519
2011-06-24,-25.183,-26.242,-23.455,-27.061,37068.0,600519
2011-06-27,-25.671,-24.867,-24.349,-26.738,23190.0,600519
2011-06-28,-24.319,-23.229,-22.162,-25.656,25540.0,600519
2011-06-29,-22.906,-22.861,-21.404,-25.145,19596.0,600519
2011-06-30,-23.552,-21.591,-21.088,-23.552,32701.0,600519
2011-07-01,-20.525,-21.244,-20.525,-22.673,15810.0,600519
2011-07-04,-21.591,-20.095,-19.839,-21.93,46338.0,600519
2011-07-05,-20.111,-21.409,-20.095,-22.756,27057.0,600519
2011-07-06,-21.781,-21.707,-20.938,-22.5,19753.0,600519
2011-07-07,-21.764,-19.194,-17.566,-21.764,40956.0,600519
2011-07-08,-18.996,-19.219,-18.062,-20.153,17183.0,600519
2011-07-11,-19.235,-16.946,-15.921,-19.74,25615.0,600519
2011-07-12,-17.368,-19.5,-16.946,-19.583,28488.0,600519
2011-07-13,-19.211,-18.797,-18.054,-19.814,22109.0,600519
2011-07-14,-18.797,-19.905,-18.624,-20.277,24822.0,600519
2011-07-15,-20.45,-18.335,-17.806,-20.45,17763.0,600519
2011-07-18,-18.293,-15.186,-13.963,-18.293,28523.0,600519
2011-07-19,-15.235,-15.285,-14.302,-16.64,20276.0,600519
2011-07-20,-14.335,-14.417,-13.93,-15.566,18967.0,600519
2011-07-21,-14.186,-11.492,-9.781,-14.326,47676.0,600519
2011-07-22,-11.715,-9.136,-6.988,-11.715,49860.0,600519
2011-07-25,-8.541,-11.31,-7.979,-12.252,35260.0,600519
2011-07-26,-11.434,-11.384,-11.029,-12.673,24791.0,600519
2011-07-27,-11.111,-10.756,-8.128,-12.128,30676.0,600519
2011-07-28,-11.111,-7.921,-7.797,-12.673,22923.0,600519
2011-07-29,-8.128,-8.797,-8.128,-9.946,19104.0,600519
2011-08-01,-8.269,-11.533,-8.269,-12.012,18572.0,600519
2011-08-02,-12.508,-13.409,-12.054,-15.525,27849.0,600519
2011-08-03,-14.979,-12.847,-12.012,-15.153,17061.0,600519
2011-08-04,-12.26,-10.211,-9.624,-12.839,17773.0,600519
2011-08-05,-14.26,-11.74,-9.698,-14.26,21319.0,600519
2011-08-08,-13.492,-14.607,-10.111,-15.979,36884.0,600519
2011-08-09,-17.269,-13.417,-11.847,-20.111,36924.0,600519
2011-08-10,-12.343,-9.616,-8.963,-14.533,38436.0,600519
2011-08-11,-11.021,-2.178,-1.434,-11.021,61949.0,600519
2011-08-12,-1.93,-0.467,0.219,-3.583,39466.0,600519
2011-08-15,-0.111,-3.335,1.203,-4.475,29450.0,600519
2011-08-16,-3.045,-6.318,-1.698,-7.492,37491.0,600519
2011-08-17,-6.062,-6.186,-4.83,-7.12,13553.0,600519
2011-08-18,-6.632,-7.55,-6.186,-9.07,29341.0,600519
2011-08-19,-8.624,-6.145,-5.938,-8.913,37488.0,600519
2011-08-22,-5.979,-10.764,-5.318,-11.351,28164.0,600519
2011-08-23,-11.029,-10.252,-9.202,-11.516,23579.0,600519
2011-08-24,-10.194,-9.533,-7.723,-10.946,17957.0,600519
2011-08-25,-8.128,-8.194,-7.302,-10.186,30083.0,600519
2011-08-26,-8.227,-3.682,-3.591,-8.665,22748.0,600519
2011-08-29,-4.409,-1.707,-1.12,-6.475,26082.0,600519
2011-08-30,-1.516,-2.078,0.079,-3.574,28816.0,600519
2011-08-31,1.211,-2.12,1.789,-2.343,50014.0,600519
2011-09-01,-2.178,-4.839,-1.533,-5.649,25689.0,600519
2011-09-02,-5.351,-4.525,-4.244,-6.145,13832.0,600519
2011-09-05,-5.078,-8.318,-4.921,-8.954,27344.0,600519
2011-09-06,-9.368,-11.839,-7.467,-12.442,32094.0,600519
2011-09-07,-11.351,-8.054,-7.814,-11.434,20087.0,600519
2011-09-08,-7.715,-9.475,-6.897,-9.682,13182.0,600519
2011-09-09,-8.905,-8.475,-6.326,-11.029,14227.0,600519
2011-09-13,-10.533,-12.979,-9.368,-13.434,18949.0,600519
2011-09-14,-11.847,-16.021,-11.616,-19.145,47625.0,600519
2011-09-15,-15.979,-15.574,-14.161,-16.169,19122.0,600519
2011-09-16,-14.748,-11.913,-11.74,-15.979,18029.0,600519
2011-09-19,-11.269,-12.078,-10.607,-12.74,15352.0,600519
2011-09-20,-12.095,-13.632,-12.095,-14.74,12784.0,600519
2011-09-21,-13.649,-10.723,-10.169,-13.913,24640.0,600519
2011-09-22,-11.847,-16.26,-11.12,-16.558,24336.0,600519
2011-09-23,-19.202,-19.244,-17.632,-22.682,76537.0,600519
2011-09-26,-21.054,-24.145,-19.078,-24.244,42211.0,600519
2011-09-27,-22.616,-23.037,-21.235,-24.516,24749.0,600519
2011-09-28,-21.93,-24.971,-21.93,-25.707,32389.0,600519
2011-09-29,-26.806,-24.996,-21.764,-26.806,30030.0,600519
2011-09-30,-24.938,-22.103,-21.682,-24.938,18269.0,600519
2011-10-10,-21.864,-24.244,-21.103,-24.549,14283.0,600519
2011-10-11,-20.946,-25.095,-20.946,-28.376,20586.0,600519
2011-10-12,-25.483,-20.905,-20.442,-27.194,29778.0,600519
2011-10-13,-20.905,-20.88,-18.591,-22.591,23961.0,600519
2011-10-14,-21.723,-21.401,-20.293,-22.756,12468.0,600519
2011-10-17,-20.797,-16.69,-16.384,-21.269,26008.0,600519
2011-10-18,-18.178,-17.285,-14.847,-18.45,22785.0,600519
2011-10-19,-16.459,-15.88,-13.087,-16.806,22657.0,600519
2011-10-20,-16.806,-21.682,-15.516,-22.095,29312.0,600519
2011-10-21,-22.045,-18.963,-18.459,-22.045,17116.0,600519
2011-10-24,-17.797,-13.872,-13.409,-18.954,32390.0,600519
2011-10-25,-14.988,-13.814,-11.574,-14.988,32041.0,600519
2011-10-26,-14.426,-12.789,-12.607,-15.392,29492.0,600519
2011-10-27,-12.632,-12.673,-10.723,-13.054,20104.0,600519
2011-10-28,-11.426,-10.186,-8.707,-11.426,26056.0,600519
2011-10-31,-9.946,-10.847,-9.219,-12.111,28121.0,600519
2011-11-01,-11.698,-8.384,-8.128,-12.252,27147.0,600519
2011-11-02,-10.235,-6.417,-6.351,-10.525,26647.0,600519
2011-11-03,-5.178,-8.31,-4.822,-8.401,30465.0,600519
2011-11-04,-7.814,-7.913,-6.062,-9.095,18546.0,600519
2011-11-07,-7.55,-8.707,-7.136,-8.905,16573.0,600519
2011-11-08,-7.996,-10.401,-7.773,-11.037,25546.0,600519
2011-11-09,-10.277,-10.921,-8.822,-12.26,24696.0,600519
2011-11-10,-11.607,-10.186,-9.698,-11.74,14617.0,600519
2011-11-11,-10.186,-11.045,-10.07,-11.822,11692.0,600519
2011-11-14,-9.789,-8.326,-7.591,-10.855,17986.0,600519
2011-11-15,-8.045,-11.078,-7.756,-11.847,17782.0,600519
2011-11-16,-11.062,-13.69,-11.062,-14.409,29545.0,600519
2011-11-17,-13.624,-12.806,-11.351,-14.07,15589.0,600519
2011-11-18,-12.773,-13.855,-11.946,-14.574,19907.0,600519
2011-11-21,-13.748,-13.607,-11.516,-14.235,18389.0,600519
2011-11-22,-13.591,-9.31,-8.632,-13.83,35652.0,600519
2011-11-23,-9.682,-6.797,-6.64,-9.682,31537.0,600519
2011-11-24,-7.219,-7.971,-6.74,-8.128,26558.0,600519
2011-11-25,-7.921,-6.078,-3.302,-8.541,40235.0,600519
2011-11-28,-5.806,-2.864,-2.12,-6.632,53379.0,600519
2011-11-29,-2.921,-3.946,-1.029,-4.574,41355.0,600519
2011-11-30,-3.682,-6.012,-2.111,-7.054,40263.0,600519
2011-12-01,-3.417,-3.715,-1.773,-5.839,33785.0,600519
2011-12-02,-4.409,-2.731,-0.938,-4.409,27267.18,600519
2011-12-05,-2.384,-8.773,-2.384,-9.037,39025.6,600519
2011-12-06,-8.946,-11.293,-8.913,-12.921,37152.0,600519
2011-12-07,-11.269,-9.616,-8.954,-11.269,27333.0,600519
2011-12-08,-9.45,-11.847,-7.219,-11.946,24661.0,600519
2011-12-09,-11.971,-14.475,-11.145,-14.574,36745.0,600519
2011-12-12,-14.475,-16.359,-13.583,-16.897,29526.0,600519
2011-12-13,-16.872,-17.426,-15.996,-17.649,29995.83,600519
2011-12-14,-17.426,-16.111,-14.326,-17.426,20813.22,600519
2011-12-15,-16.913,-16.822,-15.252,-18.417,21880.03,600519
2011-12-16,-15.979,-12.855,-12.69,-15.988,30649.0,600519
